form	lemma	POS	morph
ipsæ	ipse	PROdem	Case=Nom|Numb=Plur|Gend=Fem
in	in	PRE	MORPH=empty
cœtu	coetus	NOMcom	Case=Abl|Numb=Sing
mulierũ	mulier	NOMcom	Case=Abl|Numb=Sing
docerent	doceo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
autẽ	autem	CONcoo	MORPH=empty
cum	cum2	PRE	MORPH=empty
viris	uir	NOMcom	Case=Abl|Numb=Plur
ad	ad2	PRE	MORPH=empty
preces	prex	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
cõciones	cocio	NOMcom	Case=Acc|Numb=Plur
cõuenirent	couenio	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Denique	denique	ADV	Deg=Pos
quod	qui1	PROrel	MORPH=empty
de	de	PRE	MORPH=empty
Pepuzianorum	Pepudiani	NOMpro	Case=Gen|Numb=Plur
hæreticorũ	haereticor	ADJqua	Case=Abl|Numb=Sing
secta	secta	VER	Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
sententia	sententia	NOMcom	Case=Nom|Numb=Sing
dici	dico2	VER	Mood=Inf|Tense=Pres|Voice=Pass
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act
videtur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
facilem	facilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
responsionem	responsio	NOMcom	Case=Acc|Numb=Sing
.	.	PUNC	MORPH=empty
Voluerunt	uolo3	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
illi	ille	PROdem	Case=Nom|Numb=Plur|Gend=Masc
quidem	quidem	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
hæretici	haereticus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc
,	,	PUNC	MORPH=empty
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act
?	?	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
presbyteridas	presbyterida	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
Ecclesia	ecclesia	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
docere	doceo	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
Sacramenta	sacramentum	NOMcom	Case=Acc|Numb=Plur
quoque	quoque	ADV	Deg=Pos
administrare	administro	VER	Mood=Inf|Tense=Pres|Voice=Act
(	(	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
hodie	hodie	ADV	Deg=Pos
Papistę	Papistes	NOMpro	Case=Voc|Numb=Sing
ex	ex	PRE	MORPH=empty
Marcionitarum	Marcionitae	NOMpro	Case=Gen|Numb=Plur
dogmate	dogma	NOMcom	Case=Abl|Numb=Plur
obstetricibus	obstetrix	NOMcom	Case=Abl|Numb=Plur
in	in	PRE	MORPH=empty
casu	casus	NOMcom	Case=Abl|Numb=Sing
necessitatis	necessitas	NOMcom	Case=Gen|Numb=Sing
concedunt	concedo1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
nimirũ	nimirum	ADV	MORPH=empty
paruulos	paruulus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
baptizarẽt	baptizo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
)	)	PUNC	MORPH=empty
Verùm	uerum4	CONcoo	MORPH=empty
propterea	propterea	ADV	Deg=Pos
ab	ab	PRE	MORPH=empty
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com
orthodoxis	orthodoxus	ADJqua	Case=Gen|Numb=Sing
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Pepuziani	Pepuziani	NOMpro	Case=Nom|Numb=Sing
damnati	damno	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
etiam	etiam	ADV	Deg=Pos
Synodo	Synodus	NOMpro	Case=Abl|Numb=Sing
Chartaginensi	Chartaginensis	NOMpro	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
a	ab	PRE	MORPH=empty
.	.	PUNC	MORPH=empty
vt	ut1	ADVrel	MORPH=empty
diximus	dico2	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
meritissimò	merito?	ADJqua	Case=Abl|Numb=Sing|Deg=Sup
.	.	PUNC	MORPH=empty
Hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
autem	autem	CONcoo	MORPH=empty
præceptum	praeceptum	VER	Case=Acc|Numb=Sing|Gend=MascNeut
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing
locum	locus	NOMcom	Case=Acc|Numb=Sing
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
dũ	duo	CONsub	Case=Nom|Numb=Sing
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
cœtu	coetus	NOMcom	Case=Abl|Numb=Sing
publico	publicus2	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur
:	:	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
autem	autem	CONcoo	MORPH=empty
cùm	cum3	CONsub	MORPH=empty
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
domi	domus	NOMcom	Case=Loc|Numb=Sing
suæ	suus	PROpos.ref	Case=Nom|Numb=Plur|Gend=Fem
,	,	PUNC	MORPH=empty
quia	quia	CONsub	MORPH=empty
familiã	familia	NOMcom	Case=Nom|Numb=Sing
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
instituere	instituo	VER	Mood=Inf|Tense=Pres|Voice=Act
posfunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
priuatim	priuatim	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
maximè	magis2	ADV	Deg=Sup
si	si2	CONsub	MORPH=empty
desit	desum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
paterfamiliâs	paterfamilia	ADJqua	Case=Acc|Numb=Plur
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
viduæ	uidua	NOMcom	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
.	.	PUNC	MORPH=empty
Nam	nam	CONcoo	MORPH=empty
tunc	tunc	ADV	Deg=Pos
precari	precor	VER	Mood=Inf|Tense=Pres|Voice=Dep
Deum	deus	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
docere	doceo	VER	Mood=Inf|Tense=Pres|Voice=Act
suos	suus	PROpos.ref	Case=Acc|Numb=Plur|Gend=Masc
liberos	liberi	NOMcom	Case=Acc|Numb=Plur|Gend=Masc
Dei	deus	NOMcom	Case=Gen|Numb=Sing
metum	metus	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
possunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
debent	debeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Requirit	requiro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
autem	autem	CONcoo	MORPH=empty
Paulus	Paulus	NOMpro	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
silentium	silentium	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
vices	uicis	NOMcom	Case=Acc|Numb=Plur
loquendi	loquor	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Dep
sibi	sui1	PROref	Case=Dat|Numb=Plur
dandas	do	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Adj|Voice=Pass
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
putent	puto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
quanquam	quamquam2	CONsub	MORPH=empty
fortasse	fortasse	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
modestiæ	modestia	NOMcom	Case=Gen|Numb=Sing
causa	causa	NOMcom	Case=Abl|Numb=Sing
primæ	primus	ADJord	Case=Nom|Numb=Plur|Gend=Fem|Deg=Sup
,	,	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
Ecclesia	ecclesia	NOMcom	Case=Abl|Numb=Sing
loqui	loquor	VER	Mood=Inf|Tense=Pres|Voice=Dep
nollent	nolo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Deinde	deinde	ADV	Deg=Pos
ab	ab	PRE	MORPH=empty
iisdem	idem	PROdem	Case=Abl|Numb=Plur|Gend=Com
subiectionẽ	subiectio	NOMcom	Case=Abl|Numb=Sing
postulat	postulo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
putent	puto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
æquum	aequus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
propter	propter2	PRE	MORPH=empty
maritorũ	maritorus	NOMcom	Case=Dat|Numb=Sing
suorum	suus	PROpos.ref	Case=Gen|Numb=Plur|Gend=MascNeut
dignitatem	dignitas	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
opes	ops	NOMcom	Case=Acc|Numb=Plur
:	:	PUNC	MORPH=empty
vel	uel2	CONcoo	MORPH=empty
propter	propter2	PRE	MORPH=empty
etiam	etiam	ADV	Deg=Pos
familiam	familia	NOMcom	Case=Acc|Numb=Sing
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
ipsæ	ipse	PROdem	Case=Nom|Numb=Plur|Gend=Fem
saltem	saltem	ADV	Deg=Pos
secundum	secundum2	PRE	MORPH=empty
Pastores	pastor	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
Ministros	minister1	NOMcom	Case=Acc|Numb=Plur
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing
Dei	deus	NOMcom	Case=Gen|Numb=Sing
aliquod	aliquis	PROind	Case=Acc|Numb=Sing|Gend=Neut
munus	munus	NOMcom	Case=Acc|Numb=Sing
Ecclesiasticum	ecclesiasticus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
gerant	gero	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
enim	enim2	CONcoo	MORPH=empty
illis	ille	PROdem	Case=Dat|Numb=Plur|Gend=Masc
prorsus	prorsus2	ADV	Deg=Pos
interdictum	interdico2	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
à	ab	PRE	MORPH=empty
Spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
sancto	sanctus	ADJqua	Case=Abl|Numb=Sing|Gend=Masc|Deg=Pos
.	.	PUNC	MORPH=empty
Huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com
autem	autem	CONcoo	MORPH=empty
prohibitionis	prohibitio	NOMcom	Case=Gen|Numb=Sing
variæ	uarius	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
rationes	ratio	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
affert	affero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Paulus	Paulus	NOMpro	Case=Nom|Numb=Sing
sequentib	sequor	VER	Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Dep
.	.	PUNC	MORPH=empty
versiculis	uersiculus	NOMcom	Case=Abl|Numb=Plur
.	.	PUNC	MORPH=empty
12	3	ADJcar	MORPH=empty
Mulieri	mulier	NOMcom	Case=Dat|Numb=Sing
enim	enim2	CONcoo	MORPH=empty
docere	doceo	VER	Mood=Inf|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
permitto	permitto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
authoritatem	auctoritas	NOMcom	Case=Acc|Numb=Sing
vsurpare	usurpo	VER	Mood=Inf|Tense=Pres|Voice=Act
in	in	PRE	MORPH=empty
virum	uir	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
in	in	PRE	MORPH=empty
silentio	silentium	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
Prima	primus	ADJord	Case=Nom|Numb=Sing|Gend=Fem|Deg=Sup
ratio	ratio	NOMcom	Case=Nom|Numb=Sing
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
explicatur	explico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
hoc	hic1	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
loco	locus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
à	ab	PRE	MORPH=empty
differentia	differentia	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
à	ab	PRE	MORPH=empty
Deo	deus	NOMcom	Case=Abl|Numb=Sing
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
constituta	constituo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
inter	inter	PRE	MORPH=empty
vtrunque	uterque	PROind	Case=Acc|Numb=Sing
sexum	sexus	NOMcom	Case=Acc|Numb=Sing
virilem	uirilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
nempe	nempe	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
muliebrẽ	muliebris	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
,	,	PUNC	MORPH=empty
ducta	duco	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Secunda	secundus2	ADJord	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
verò	uero4	CONcoo	MORPH=empty
à	ab	PRE	MORPH=empty
genere	genus1	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
Deus	deus	NOMcom	Case=Nom|Numb=Sing
neque	neque	CONcoo	MORPH=empty
mulieres	mulier	NOMcom	Case=Acc|Numb=Plur
præesse	praesum1	VER	Mood=Inf|Tense=Pres|Voice=Act
vult	uolo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
docere	doceo	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
neq	ne3	ADVneg	MORPH=empty
;	;	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
viros	uir	NOMcom	Case=Acc|Numb=Plur
authoritatem	auctoritas	NOMcom	Case=Acc|Numb=Sing
vsurpare	usurpo	VER	Mood=Inf|Tense=Pres|Voice=Act
:	:	PUNC	MORPH=empty
At	at2	CONcoo	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
loquitur	loquor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
in	in	PRE	MORPH=empty
Eccesia	eccesia	NOMcom	Case=Abl|Numb=Sing
siue	siue1	CONcoo	MORPH=empty
præest	praesum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ea	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
et	et2	CONcoo	MORPH=empty
docet	doceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
viros	uir	NOMcom	Case=Acc|Numb=Plur
sumit	sumo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quoddam	quidam	PROind	Case=Acc|Numb=Sing|Gend=Neut
imperium	imperium	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
authoritatem	auctoritas	NOMcom	Case=Acc|Numb=Sing
.	.	PUNC	MORPH=empty
Ergo	ergo2	CONcoo	MORPH=empty
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur
loqui	loquor	VER	Mood=Inf|Tense=Pres|Voice=Dep
in	in	PRE	MORPH=empty
Ecclesia	ecclesia	NOMcom	Case=Abl|Numb=Sing
neque	neque	CONcoo	MORPH=empty
possunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
debent	debeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Nec	nec2	CONcoo	MORPH=empty
obstat	obsto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quod	quod2	CONsub	MORPH=empty
eas	is	PROdem	Case=Acc|Numb=Plur|Gend=Fem|Person=2
in	in	PRE	MORPH=empty
Diaconatum	Diaconatus	NOMcom	Case=Acc|Numb=Sing
alleget	allego2	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Paulus	Paulus	NOMpro	Case=Nom|Numb=Sing
inf	inferus	ADJqua	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
cap	capitulum	NOMcom	Numb=Sing
.	.	PUNC	MORPH=empty
5	5	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
vers	uersus1	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
9	9	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Nudum	nudus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
enim	enim2	CONcoo	MORPH=empty
illæ	ille	PROdem	Case=Nom|Numb=Plur|Gend=Fem
manuum	manus1	NOMcom	Case=Gen|Numb=Plur
ministerium	ministerium	NOMcom	Case=Acc|Numb=Sing
præbent	praebeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
Diaconis	diaconus	NOMcom	Case=Dat|Numb=Sing
autem	autem	CONcoo	MORPH=empty
ipsis	ipse	PROdem	Case=Dat|Numb=Plur|Gend=Com
parent	paro2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Sed	sed	CONcoo	MORPH=empty
ex	ex	PRE	MORPH=empty
hoc	hic1	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
loco	locus	NOMcom	Case=Abl|Numb=Sing
de	de	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
quoque	quoque	ADV	Deg=Pos
inter	inter	PRE	MORPH=empty
quosdam	quidam	PROind	Case=Acc|Numb=Plur|Gend=Masc
disputatum	disputo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
Vtrum	utrum	ADVint	MORPH=empty
honestum	honestus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
mulieres	mulier	NOMcom	Case=Acc|Numb=Plur
regnare	regno	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
viris	uir	NOMcom	Case=Dat|Numb=Plur
imperare	impero	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
summum	superus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Sup
imperium	imperium	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
ius	ius1	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
viros	uir	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
mares	mas	NOMcom	Case=Acc|Numb=Plur
obtinere	obtineo	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
Id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
quod	quod1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
in	in	PRE	MORPH=empty
Hispania	Hispania	NOMpro	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
Anglia	anglium	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
Scotia	Scotius	NOMcom	Case=Abl|Numb=Sing
variisque	uarius	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
{variisque}	que	CON	MORPH=empty
aliis	alius	PROind	Case=Abl|Numb=Plur|Gend=Com
regionibus	regio	NOMcom	Case=Abl|Numb=Plur
locum	locus	NOMcom	Case=Acc|Numb=Sing
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
etiam	etiam	ADV	Deg=Pos
rei	res	NOMcom	Case=Gen|Numb=Sing
extant	exsto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
exempla	exemplum	NOMcom	Case=Nom|Numb=Plur
in	in	PRE	MORPH=empty
Semiramide	Semiramis	NOMpro	Case=Abl|Numb=Sing
Assyriorum	Assyrii	NOMpro	Case=Gen|Numb=Plur|Gend=MascNeut
regina	regina	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
Candace	Candace	NOMpro	Case=Abl|Numb=Sing|Deg=Pos
Ethiopum	Ethiopes	NOMpro	Case=Gen|Numb=Plur
Actor	Actor	NOMpro	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
8	8	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
vers	uersus1	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
27	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Cleopatra	Cleopatra	NOMpro	Case=Nom|Numb=Sing
Ægyptiorum	Aegyptii	NOMpro	Case=Gen|Numb=Plur
sub	sub	PRE	MORPH=empty
Augusto	Augustus	NOMpro	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
Zenobia	Zenobia	NOMpro	Case=Abl|Numb=Sing
fortissima	fortis	ADJqua	Case=Abl|Numb=Sing|Gend=Neut|Deg=Sup
muliere	mulier	NOMcom	Case=Abl|Numb=Sing
sub	sub	PRE	MORPH=empty
Adriano	Hadrianus	ADJqua	Case=Abl|Numb=Sing
imperatore	imperator	NOMcom	Case=Abl|Numb=Sing
(	(	PUNC	MORPH=empty
cuius	qui1	PROrel	Case=Gen|Numb=Sing|Gend=Com
Zenobiæ	Zenobia	NOMpro	Case=Gen|Numb=Sing
imperio	imperium	NOMcom	Case=Dat|Numb=Sing
etiam	etiam	ADV	Deg=Pos
multæ	multus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
Ecclesiæ	ecclesia	NOMcom	Case=Nom|Numb=Plur
Christianæ	Christianus	ADJqua	Case=Gen|Numb=Plur|Gend=Fem
paruerunt	pareo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
In	in	PRE	MORPH=empty
populo	populus1	NOMcom	Case=Abl|Numb=Sing
autem	autem	CONcoo	MORPH=empty
Dei	deus	NOMcom	Case=Gen|Numb=Sing
nihil	nihil	PROind	Case=Ind
quicquam	quisquam	PROind	Case=Acc|Numb=Sing|Gend=Neut
tale	talis	PROdem	Case=Acc|Numb=Sing|Gend=Neut
habemus	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
siue	siue2	CONsub	MORPH=empty
Iudaicum	Iudaicus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
siue	siue1	CONcoo	MORPH=empty
Israëliticum	Israeliticus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
regnũ	regnum	NOMcom	Case=Abl|Numb=Sing
spectetur	specto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
Nam	nam	CONcoo	MORPH=empty
quod	quod1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
de	de	PRE	MORPH=empty
Athalia	Athalia	NOMpro	Case=Abl|Numb=Sing
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
afferri	affero	VER	Mood=Inf|Tense=Pres|Voice=Pass
2	2	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Reg	rego	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
11	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
facile	facile	ADV	Deg=Pos
diluitur	diluo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
:	:	PUNC	MORPH=empty
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
enim	enim2	CONcoo	MORPH=empty
